timestamp,open,high,low,close,volume
2015-02-04,98.0772,100.7413,97.8002,100.4254,334603
2015-02-05,100.4254,100.9838,99.3681,99.6326,1844129
2015-02-06,99.6326,100.1694,99.6105,99.9615,265165
2015-02-07,99.9615,101.8334,99.7841,101.5317,245149
2015-02-08,101.5317,103.0931,101.2169,103.0405,1253021
2015-02-09,103.0405,104.5460,102.7145,104.3511,1372119
2015-02-10,104.3511,104.4514,103.1192,103.6069,521844
2015-02-11,103.6069,103.6792,102.8321,103.1359,1508629
2015-02-12,103.1359,103.4045,102.2196,102.3746,571224
2015-02-13,102.3746,102.4329,102.3016,102.3263,1261657
2015-02-14,102.3263,102.6698,101.9352,102.4547,580125
2015-02-15,102.4547,103.2956,102.4228,103.2243,792958
2015-02-16,103.2243,104.1684,103.1195,104.0692,377478
2015-02-17,104.0692,104.1769,102.7004,103.3328,1308403
2015-02-18,103.3328,103.4256,101.1428,101.2125,303278
2015-02-19,101.2125,101.3662,100.2572,100.4943,962143
2015-02-20,100.4943,100.5945,98.2127,98.6072,306397
2015-02-21,98.6072,99.0505,95.4350,95.6071,1778964
2015-02-22,95.6071,96.3529,95.4923,96.1862,984749
2015-02-23,96.1862,97.5092,95.8923,97.3771,1933929
2015-02-24,97.3771,98.6651,97.1393,98.5168,206091
2015-02-25,98.5168,98.7295,97.0953,97.3930,130949
2015-02-26,97.3930,100.1642,97.2906,100.0315,1118463
2015-02-27,100.0315,100.6276,99.3926,99.4623,1992559
2015-02-28,99.4623,100.6751,99.2291,100.5691,1744315
2015-03-01,100.5691,100.6232,100.2607,100.5018,1560858
2015-03-02,100.5018,104.6112,100.0510,104.3389,424632
2015-03-03,104.3389,104.4198,103.4729,103.6755,222648
2015-03-04,103.6755,103.8611,102.3283,102.3296,1325109
2015-03-05,102.3296,103.0112,101.8290,101.9288,1213852
2015-03-06,101.9288,104.3206,101.7570,103.6593,1347879
2015-03-07,103.6593,104.6301,103.4031,104.0648,946778
2015-03-08,104.0648,106.4580,104.0548,106.0007,1398937
2015-03-09,106.0007,108.1422,105.7714,107.7305,1285366
2015-03-10,107.7305,107.8382,104.6214,104.7628,600560
2015-03-11,104.7628,106.7138,104.5971,106.6972,1453713
2015-03-12,106.6972,106.9626,106.3721,106.3736,1061094
2015-03-13,106.3736,106.6708,105.6175,105.8995,309675
2015-03-14,105.8995,106.8075,105.8290,106.7090,1947306
2015-03-15,106.7090,109.9199,106.6086,109.6962,697661
2015-03-16,109.6962,111.6121,109.5660,111.0840,1792611
2015-03-17,111.0840,111.1077,109.3164,109.3503,1813591
2015-03-18,109.3503,109.6060,105.9872,106.5087,654625
2015-03-19,106.5087,108.2343,106.4079,108.1188,1260194
2015-03-20,108.1188,108.9512,108.0460,108.7313,1541785
2015-03-21,108.7313,110.0840,108.5405,109.9123,1124525
2015-03-22,109.9123,110.6345,109.4682,109.9140,1839269
2015-03-23,109.9140,110.5277,109.8866,110.5230,1717154
2015-03-24,110.5230,113.7615,110.3342,113.0674,1579891
2015-03-25,113.0674,114.3779,113.0467,114.3349,257797
2015-03-26,114.3349,116.5175,114.2799,116.3365,874302
2015-03-27,116.3365,116.8365,116.2386,116.6644,367272
2015-03-28,116.6644,118.0629,115.8091,117.9753,183665
2015-03-29,117.9753,118.1710,116.3099,116.4523,623301
2015-03-30,116.4523,116.7352,115.1660,115.8246,1401621
2015-03-31,115.8246,115.8272,114.0214,114.8069,596474
2015-04-01,114.8069,118.0375,114.5418,117.3140,151980
2015-04-02,117.3140,117.6576,113.9338,114.6398,1740783
2015-04-03,114.6398,117.1750,114.2276,116.9091,659532
2015-04-04,116.9091,117.2036,114.5511,115.0024,902248
2015-04-05,115.0024,117.4201,114.8929,116.9209,1065325
2015-04-06,116.9209,119.8791,116.3941,119.4897,1927296
2015-04-07,119.4897,119.6353,119.3778,119.5576,1912679
2015-04-08,119.5576,121.3463,119.2965,120.7805,836406
2015-04-09,120.7805,121.0647,119.4392,119.8819,157882
2015-04-10,119.8819,120.5963,119.0635,119.6951,474483
2015-04-11,119.6951,120.1943,115.6630,116.1189,824958
2015-04-12,116.1189,116.6299,115.8194,116.5891,1371312
2015-04-13,116.5891,117.3199,116.4058,117.3026,193085
2015-04-14,117.3026,117.3079,116.7668,116.7865,1791375
2015-04-15,116.7865,116.9202,114.6145,114.6404,863827
2015-04-16,114.6404,115.4022,112.2710,112.6157,792479
2015-04-17,112.6157,112.9642,110.7044,111.2119,1163512
2015-04-18,111.2119,113.3813,110.8935,113.2546,943894
2015-04-19,113.2546,113.6631,112.5359,112.7145,895125
2015-04-20,112.7145,114.9325,112.0592,114.6052,1390828
2015-04-21,114.6052,114.7528,113.2092,113.3545,540785
2015-04-22,113.3545,113.7597,112.1866,112.3760,1473017
2015-04-23,112.3760,112.7031,111.5792,111.7599,1764583
2015-04-24,111.7599,112.2461,110.0063,110.3497,455868
2015-04-25,110.3497,110.5770,109.5496,109.7854,295847
2015-04-26,109.7854,110.0144,107.7460,108.2383,1510954
2015-04-27,108.2383,108.7850,107.3279,107.3875,1096433
2015-04-28,107.3875,108.1489,107.0328,107.7257,1055076
2015-04-29,107.7257,107.9590,106.0138,106.1820,1136784
2015-04-30,106.1820,108.1998,106.0759,108.0518,1542048
2015-05-01,108.0518,110.2534,108.0325,110.2342,991596
2015-05-02,110.2342,110.3503,109.0506,109.6331,1559432
2015-05-03,109.6331,109.6450,109.2322,109.2354,1057269
2015-05-04,109.2354,112.0540,108.9632,111.8031,1213864
2015-05-05,111.8031,113.6601,111.1309,113.6253,1384825
2015-05-06,113.6253,113.9109,112.1057,112.7608,994940
2015-05-07,112.7608,113.9856,112.3150,113.6100,1095464
2015-05-08,113.6100,114.1512,112.1053,112.2788,1861320
2015-05-09,112.2788,112.7156,110.3495,110.8121,675872
2015-05-10,110.8121,111.3007,110.3916,110.5851,591768
2015-05-11,110.5851,110.8736,110.2737,110.4488,584990
2015-05-12,110.4488,110.5904,110.1626,110.2904,548691
2015-05-13,110.2904,111.6924,109.9595,111.5579,533763
2015-05-14,111.5579,111.7234,110.9256,111.2131,1714378
2015-05-15,111.2131,111.4724,109.1102,109.4578,897716
2015-05-16,109.4578,110.2350,107.6154,107.7268,726236
2015-05-17,107.7268,108.4374,107.4044,107.8037,1667653
2015-05-18,107.8037,107.8596,106.8609,107.4364,1982846
2015-05-19,107.4364,107.8483,107.3644,107.6249,804914
2015-05-20,107.6249,108.0516,107.1207,107.7694,1618718
2015-05-21,107.7694,108.8442,107.4557,108.5295,156552
2015-05-22,108.5295,110.2252,108.2889,109.8573,1490411
2015-05-23,109.8573,111.8249,109.6159,111.7434,205454
2015-05-24,111.7434,112.9087,111.4454,112.8895,1053573
2015-05-25,112.8895,113.3972,111.4412,111.8476,1844671
2015-05-26,111.8476,113.9821,111.5463,113.4132,1086304
2015-05-27,113.4132,115.1702,113.0974,115.1180,1463450
2015-05-28,115.1180,115.9283,114.7556,115.1403,184427
2015-05-29,115.1403,116.0981,115.1184,115.2531,419568
2015-05-30,115.2531,115.5710,114.8625,115.5428,339892
2015-05-31,115.5428,115.6378,114.4878,114.6711,451879
2015-06-01,114.6711,115.3682,111.9266,112.4630,1606504
2015-06-02,112.4630,114.7813,112.3056,114.3630,153851
2015-06-03,114.3630,114.7682,114.0476,114.2415,887075
2015-06-04,114.2415,114.5699,112.0750,112.5343,1415422
2015-06-05,112.5343,113.5310,112.0129,113.5074,732464
2015-06-06,113.5074,114.9935,112.7988,114.6172,1741305
2015-06-07,114.6172,117.7837,114.5090,117.3637,1487310
2015-06-08,117.3637,117.6675,115.8698,116.2379,1824552
2015-06-09,116.2379,118.9206,116.2150,118.5422,859563
2015-06-10,118.5422,119.0449,116.7068,116.8061,1638880
2015-06-11,116.8061,117.3095,115.3158,115.3841,1391661
2015-06-12,115.3841,116.4267,115.0159,116.0227,1633073
2015-06-13,116.0227,116.4570,115.8541,116.2000,614840
2015-06-14,116.2000,116.6417,116.0082,116.5116,1074564
2015-06-15,116.5116,116.9816,115.6078,115.8272,805474
2015-06-16,115.8272,118.6427,115.7275,118.5183,1773175
2015-06-17,118.5183,119.4506,118.2307,119.4354,1350227
2015-06-18,119.4354,119.7101,118.2440,119.1113,279543
2015-06-19,119.1113,119.3765,118.7469,119.3567,1264288
2015-06-20,119.3567,120.0414,119.1036,119.4931,1762900
2015-06-21,119.4931,119.7906,118.1628,118.1948,948090
2015-06-22,118.1948,118.4779,117.4359,117.7847,1213423
2015-06-23,117.7847,118.4471,116.0386,117.0235,1254248
2015-06-24,117.0235,117.5015,115.9488,115.9835,353033
2015-06-25,115.9835,117.1116,115.6854,117.0567,1657934
2015-06-26,117.0567,117.1897,114.6643,114.7595,1115438
2015-06-27,114.7595,115.7422,114.3064,115.6655,1694271
2015-06-28,115.6655,115.7091,114.3877,114.5700,577066
2015-06-29,114.5700,115.3142,114.3463,115.1262,1584822
2015-06-30,115.1262,115.1851,113.6394,114.0683,1562590
2015-07-01,114.0683,114.5262,113.6441,113.8116,1678719
2015-07-02,113.8116,113.8513,110.7306,111.0659,1023730
2015-07-03,111.0659,111.5324,109.6911,110.4147,629485
2015-07-04,110.4147,111.9831,110.2680,111.8447,255361
2015-07-05,111.8447,112.2970,110.4107,110.6459,418194
2015-07-06,110.6459,112.0264,110.2940,111.6790,348410
2015-07-07,111.6790,116.0764,111.5550,115.7398,1350168
2015-07-08,115.7398,116.2553,115.3637,116.0145,1028453
2015-07-09,116.0145,116.1505,115.3796,115.8224,999321
2015-07-10,115.8224,116.2774,114.7474,115.1853,1699575
2015-07-11,115.1853,115.2477,113.5393,113.7661,1485018
2015-07-12,113.7661,114.7956,113.5775,114.6712,956723
2015-07-13,114.6712,115.1108,114.2955,114.4365,710815
2015-07-14,114.4365,115.6260,114.2976,115.5677,249274
2015-07-15,115.5677,118.5898,114.8409,118.2811,1752195
2015-07-16,118.2811,119.2502,118.2028,118.7903,340703
2015-07-17,118.7903,119.2850,117.7802,117.9214,657071
2015-07-18,117.9214,118.3182,117.7685,118.1972,1670678
2015-07-19,118.1972,119.6340,117.4833,119.2712,1020971
2015-07-20,119.2712,121.2375,119.0055,120.8475,1149566
2015-07-21,120.8475,121.2243,117.4813,117.5754,1354173
2015-07-22,117.5754,119.1470,117.4579,119.0529,291526
2015-07-23,119.0529,120.1224,118.5226,120.0512,1904634
2015-07-24,120.0512,120.4534,116.4030,116.9270,665205
2015-07-25,116.9270,117.4731,116.6526,116.9447,467401
2015-07-26,116.9447,117.0386,114.7768,114.9654,1327525
2015-07-27,114.9654,115.5476,114.3018,114.5490,291349
2015-07-28,114.5490,114.6150,113.1196,113.1885,437274
2015-07-29,113.1885,114.0395,112.7305,113.7871,704436
2015-07-30,113.7871,114.0816,113.0827,113.0888,284674
2015-07-31,113.0888,113.2070,112.4664,112.7411,1720150
2015-08-01,112.7411,112.9714,110.9350,111.4231,1237901
2015-08-02,111.4231,111.5315,111.2730,111.2994,1187246
2015-08-03,111.2994,111.7277,109.4788,109.8715,526892
2015-08-04,109.8715,109.8902,108.1432,108.3144,704040
2015-08-05,108.3144,108.5051,105.8532,106.4742,1376896
2015-08-06,106.4742,109.0271,105.9957,108.8704,751690
2015-08-07,108.8704,109.0005,106.4832,107.3198,337945
2015-08-08,107.3198,109.7203,107.2812,109.5608,1845130
2015-08-09,109.5608,111.9543,109.4272,111.3156,971346
2015-08-10,111.3156,113.8380,110.5095,113.3545,611140
2015-08-11,113.3545,113.4054,112.4780,112.6446,1665088
2015-08-12,112.6446,114.8673,112.1804,114.3697,679332
2015-08-13,114.3697,115.4442,114.0464,114.7751,660301
2015-08-14,114.7751,116.9690,114.5215,116.8464,726116
2015-08-15,116.8464,118.2315,116.4702,117.8345,1036477
2015-08-16,117.8345,118.1502,115.3917,115.4682,1257454
2015-08-17,115.4682,115.9366,114.8303,115.6002,1562760
2015-08-18,115.6002,115.6242,114.1401,114.4767,1895189
2015-08-19,114.4767,114.6666,114.4589,114.5652,1801647
2015-08-20,114.5652,115.3188,111.7567,112.4405,1761769
2015-08-21,112.4405,114.9636,112.3479,114.0946,1153380
2015-08-22,114.0946,114.4288,114.0282,114.1284,310479
2015-08-23,114.1284,115.4539,113.7551,115.1893,1615074
2015-08-24,115.1893,115.6208,114.4152,114.9644,423718
2015-08-25,114.9644,117.4102,114.9190,117.1325,933582
2015-08-26,117.1325,119.5222,116.5774,119.1112,1887489
2015-08-27,119.1112,119.5036,117.8494,118.3272,1961093
2015-08-28,118.3272,118.3697,117.0686,117.7843,175285
2015-08-29,117.7843,117.9583,116.9272,117.0430,577073
2015-08-30,117.0430,117.0506,115.6358,116.0070,306450
2015-08-31,116.0070,116.7142,115.8376,116.1716,728025
2015-09-01,116.1716,116.7796,116.1107,116.6914,1769633
2015-09-02,116.6914,118.0680,116.4538,117.9529,964135
2015-09-03,117.9529,119.0001,117.7003,118.4233,456481
2015-09-04,118.4233,119.7685,118.0248,119.3310,1143683
2015-09-05,119.3310,120.9875,119.2274,120.8155,1067101
2015-09-06,120.8155,121.1220,119.4142,119.7982,1075706
2015-09-07,119.7982,120.2381,116.8476,117.1551,431298
2015-09-08,117.1551,120.5977,116.8597,120.2087,989840
2015-09-09,120.2087,120.3546,119.7679,120.1384,733595
2015-09-10,120.1384,120.9468,119.8747,120.6082,1299408
2015-09-11,120.6082,120.9363,120.3734,120.7445,1566494
2015-09-12,120.7445,121.7048,119.4898,119.6465,1286839
2015-09-13,119.6465,120.0588,118.2428,118.7063,202853
2015-09-14,118.7063,121.0426,118.3238,120.7237,1726846
2015-09-15,120.7237,120.8733,117.5719,118.0333,838870
2015-09-16,118.0333,118.4609,118.0310,118.2349,1709502
2015-09-17,118.2349,121.0134,117.6651,120.6402,1417531
2015-09-18,120.6402,122.6269,120.0216,122.3312,169970
2015-09-19,122.3312,123.5160,122.0456,122.9902,289023
2015-09-20,122.9902,124.2997,122.7772,124.1216,1749436
2015-09-21,124.1216,125.6184,123.8781,124.6513,1213278
2015-09-22,124.6513,124.6547,123.0633,123.4831,1110508
2015-09-23,123.4831,126.6389,123.4200,126.3286,1925354
2015-09-24,126.3286,126.4877,125.7546,125.9572,573148
2015-09-25,125.9572,126.3442,125.3236,125.7900,933432
2015-09-26,125.7900,128.6275,125.3462,128.4853,129189
2015-09-27,128.4853,130.5659,128.2881,130.5476,872980
2015-09-28,130.5476,131.0652,128.8603,129.4829,879036
2015-09-29,129.4829,129.7033,127.8687,128.0452,152480
2015-09-30,128.0452,128.6730,125.1382,125.3812,1458225
2015-10-01,125.3812,127.8840,125.1100,127.2281,1570265
2015-10-02,127.2281,127.5983,126.1627,126.7498,738298
2015-10-03,126.7498,129.7989,126.7450,129.6058,592411
2015-10-04,129.6058,130.4068,129.0508,130.2695,1658477
2015-10-05,130.2695,131.1260,129.8096,130.9644,1331741
2015-10-06,130.9644,131.1918,130.7921,130.9464,1126235
2015-10-07,130.9464,132.0349,130.3290,131.3383,686657
2015-10-08,131.3383,132.9274,130.4326,132.8491,1894009
2015-10-09,132.8491,134.9742,131.9971,134.2372,870357
2015-10-10,134.2372,134.5438,129.7421,129.9901,498057
2015-10-11,129.9901,132.1770,129.8013,131.2356,1828453
2015-10-12,131.2356,131.3985,128.7048,129.0332,144789
2015-10-13,129.0332,129.3644,127.3284,127.4360,364081
2015-10-14,127.4360,127.9528,127.2024,127.7002,1329734
2015-10-15,127.7002,127.8644,125.2718,126.0177,789039
2015-10-16,126.0177,127.1105,125.7667,126.4495,403432
2015-10-17,126.4495,126.9209,125.7444,125.7812,1774604
2015-10-18,125.7812,127.3185,125.7168,126.8206,1756717
2015-10-19,126.8206,127.0098,126.3281,126.8884,133095
2015-10-20,126.8884,127.2540,126.8642,127.1427,1663773
2015-10-21,127.1427,127.5260,125.1467,125.3062,859250
2015-10-22,125.3062,125.3212,123.7098,124.6111,190943
2015-10-23,124.6111,124.7277,123.7398,124.5490,1481819
2015-10-24,124.5490,124.6046,122.8073,122.9347,1104497
2015-10-25,122.9347,123.1578,122.5240,122.8421,326412
2015-10-26,122.8421,122.8915,119.5081,119.6400,1375692
2015-10-27,119.6400,120.0379,119.4904,119.9265,1409288
2015-10-28,119.9265,120.2631,118.2101,118.7342,1212658
2015-10-29,118.7342,122.9817,118.3281,122.8600,1002193
2015-10-30,122.8600,125.0866,122.5381,124.7469,1712631
2015-10-31,124.7469,125.4579,122.8031,123.0375,1001922
2015-11-01,123.0375,123.1171,121.8341,122.0475,972393
2015-11-02,122.0475,123.4780,121.7331,123.4370,755409
2015-11-03,123.4370,123.7458,122.2535,122.7324,240788
2015-11-04,122.7324,125.6207,122.6480,125.4871,1005710
2015-11-05,125.4871,127.8967,125.3054,127.5392,1329906
2015-11-06,127.5392,128.0125,125.6281,125.7586,1505119
2015-11-07,125.7586,127.0446,125.4398,126.7977,1920521
2015-11-08,126.7977,126.9045,124.5774,124.6387,703202
2015-11-09,124.6387,124.8440,123.3131,123.5393,1477275
2015-11-10,123.5393,124.2533,123.0019,123.0818,834242
2015-11-11,123.0818,124.1977,123.0436,123.9039,1792865
2015-11-12,123.9039,124.3343,121.7898,121.9921,1709422
2015-11-13,121.9921,123.3199,121.9394,122.8579,1479572
2015-11-14,122.8579,122.9971,122.3620,122.6168,478359
2015-11-15,122.6168,123.2338,121.9774,122.2779,480435
2015-11-16,122.2779,122.6022,121.3124,121.6566,940505
2015-11-17,121.6566,124.1133,121.4990,123.8547,1212502
2015-11-18,123.8547,123.9390,123.3864,123.7646,814910
2015-11-19,123.7646,124.7643,123.3662,124.4947,1350371
2015-11-20,124.4947,127.8050,124.4322,127.6966,430112
2015-11-21,127.6966,127.8582,127.3354,127.7358,989223
2015-11-22,127.7358,128.9898,127.6986,128.5748,672872
2015-11-23,128.5748,129.4504,128.4695,128.9974,1522326
2015-11-24,128.9974,129.8386,128.5949,129.6435,1499078
2015-11-25,129.6435,129.8997,129.1457,129.2753,528706
2015-11-26,129.2753,129.3601,128.9971,129.2504,387802
2015-11-27,129.2504,129.7098,128.9188,129.3901,1003149
2015-11-28,129.3901,130.8352,129.0511,130.6626,1575705
2015-11-29,130.6626,131.4373,130.4821,130.9387,932718
2015-11-30,130.9387,131.0133,129.5988,129.6861,139303
2015-12-01,129.6861,129.7253,128.9471,129.1054,948136
2015-12-02,129.1054,130.7476,128.7156,130.6449,341536
2015-12-03,130.6449,131.2182,126.8585,127.2957,1064893
2015-12-04,127.2957,131.0267,126.5493,130.5929,284821
2015-12-05,130.5929,130.6647,129.5730,129.9355,264934
2015-12-06,129.9355,130.8495,129.7309,130.5817,812010
2015-12-07,130.5817,131.7643,130.0896,131.0917,1212758
2015-12-08,131.0917,133.0069,131.0383,132.1466,832693
2015-12-09,132.1466,132.9508,129.6674,129.8018,315596
2015-12-10,129.8018,129.9582,128.9261,129.1305,1363322
2015-12-11,129.1305,131.1968,128.2829,130.6548,1416904
2015-12-12,130.6548,133.1038,130.6305,132.4384,1693577
2015-12-13,132.4384,132.7260,129.9413,130.3554,1409717
2015-12-14,130.3554,130.8173,127.9440,128.8657,762991
2015-12-15,128.8657,129.3490,128.5588,129.2305,676032
2015-12-16,129.2305,130.0285,129.0343,129.7242,255589
2015-12-17,129.7242,130.1206,128.4326,129.1177,260916
2015-12-18,129.1177,130.8275,128.2765,130.1669,289365
2015-12-19,130.1669,130.4741,128.3216,128.7994,1760562
2015-12-20,128.7994,129.2891,128.6878,129.2813,1798307
2015-12-21,129.2813,129.3903,128.0460,128.4051,229758
2015-12-22,128.4051,129.0745,127.1033,127.3166,1856107
2015-12-23,127.3166,127.8199,125.7698,126.0024,619556
2015-12-24,126.0024,126.3076,124.8818,126.0010,1199051
2015-12-25,126.0010,126.0326,124.9327,125.1462,957251
2015-12-26,125.1462,126.1361,124.5870,126.0488,209818
2015-12-27,126.0488,127.1386,125.8946,126.6068,1522664
2015-12-28,126.6068,127.1241,126.4176,126.9046,1885863
2015-12-29,126.9046,127.5944,124.8578,125.0941,1322093
2015-12-30,125.0941,125.5264,123.4419,124.1530,750603
2015-12-31,124.1530,126.5559,123.7632,126.4375,277668
2016-01-01,126.4375,127.8800,126.0942,127.7437,1760235
2016-01-02,127.7437,127.9202,127.1192,127.3898,1537418
2016-01-03,127.3898,127.5341,123.7843,123.8704,1506048
2016-01-04,123.8704,124.0334,122.4955,122.6463,549194
2016-01-05,122.6463,123.7200,122.1204,123.3761,502664
2016-01-06,123.3761,123.7185,122.7444,123.5191,312107
2016-01-07,123.5191,125.3426,123.4968,124.8764,1649048
2016-01-08,124.8764,125.2805,124.5452,125.2109,374829
2016-01-09,125.2109,127.6079,125.0862,127.4266,479261
2016-01-10,127.4266,129.3150,127.3432,128.7365,1017867
2016-01-11,128.7365,129.0904,127.7971,127.8961,1609080
2016-01-12,127.8961,128.4669,127.7573,128.0519,1041470
2016-01-13,128.0519,130.5986,127.7693,130.5695,1795807
2016-01-14,130.5695,132.1555,130.3662,131.3224,1296256
2016-01-15,131.3224,134.0206,131.2796,133.5768,690918
2016-01-16,133.5768,134.4043,133.3689,133.9366,518796
2016-01-17,133.9366,134.5006,133.7286,134.4309,624294
2016-01-18,134.4309,136.3565,133.7815,136.2059,1591915
2016-01-19,136.2059,139.4547,135.5487,138.9934,697820
2016-01-20,138.9934,139.9982,138.5181,139.8734,1842831
2016-01-21,139.8734,141.4744,139.4848,140.5321,565647
2016-01-22,140.5321,142.7951,140.1366,141.9865,931424
2016-01-23,141.9865,142.2988,141.2646,141.2685,271139
2016-01-24,141.2685,141.3402,140.2767,141.0103,1463066
2016-01-25,141.0103,141.1316,139.4738,139.6763,180327
2016-01-26,139.6763,140.4437,138.9041,138.9799,1579616
2016-01-27,138.9799,139.5454,138.0373,138.1478,1999720
2016-01-28,138.1478,139.4489,137.8818,139.2954,1625121
2016-01-29,139.2954,139.6352,137.2343,137.5078,1727751
2016-01-30,137.5078,137.8471,136.7938,137.2041,1764927
2016-01-31,137.2041,137.8460,137.1007,137.7393,1854661
2016-02-01,137.7393,139.9273,137.2446,139.6104,607381
2016-02-02,139.6104,139.9146,139.2696,139.8462,103280
2016-02-03,139.8462,140.0518,138.4061,138.9393,279545
2016-02-04,138.9393,140.5938,138.8814,140.2003,1203226
2016-02-05,140.2003,140.4024,137.3014,137.3848,1931508
2016-02-06,137.3848,137.9718,137.2756,137.3963,882871
2016-02-07,137.3963,137.4915,137.3055,137.4169,1637088
2016-02-08,137.4169,137.5232,135.8130,135.9722,1320339
2016-02-09,135.9722,136.3374,135.3706,135.8631,1806051
2016-02-10,135.8631,136.9347,135.2630,136.4537,1535883
2016-02-11,136.4537,136.5928,133.5214,134.0183,232331
2016-02-12,134.0183,134.2224,130.9544,131.8816,177560
2016-02-13,131.8816,131.9957,131.7442,131.7803,750276
2016-02-14,131.7803,133.4337,131.6656,132.2463,1238817
2016-02-15,132.2463,132.2643,131.6493,131.8453,1908035
2016-02-16,131.8453,131.9979,130.0639,130.8358,796096
2016-02-17,130.8358,131.5318,130.0880,130.4530,1022194
2016-02-18,130.4530,131.3963,130.2151,131.0896,491784
2016-02-19,131.0896,131.1006,128.8535,129.2708,1780129
2016-02-20,129.2708,129.6248,128.2361,128.4371,1003048
2016-02-21,128.4371,128.8670,125.8513,126.1710,267916
2016-02-22,126.1710,126.3201,125.5417,125.8206,1035153
2016-02-23,125.8206,126.0597,124.4455,124.5741,188825
2016-02-24,124.5741,124.6936,122.4999,123.3060,1389437
2016-02-25,123.3060,124.5196,122.4139,124.5162,257372
2016-02-26,124.5162,124.6974,123.7520,124.0864,1176019
2016-02-27,124.0864,125.3560,123.8888,124.8200,1374172
2016-02-28,124.8200,124.9956,124.2408,124.6019,364723
2016-02-29,124.6019,127.2660,124.3568,126.9948,1289598
2016-03-01,126.9948,128.3523,126.9504,128.1350,1043556
2016-03-02,128.1350,129.6863,128.0938,129.5678,1210357
2016-03-03,129.5678,129.7943,127.3229,127.5697,684454
2016-03-04,127.5697,127.7849,127.5292,127.5970,911571
2016-03-05,127.5970,127.7610,125.7318,125.8295,1725218
2016-03-06,125.8295,126.2391,125.4393,125.7486,1130121
2016-03-07,125.7486,125.8113,125.5516,125.7455,255298
2016-03-08,125.7455,125.9850,122.5387,122.6872,1530109
2016-03-09,122.6872,123.9855,122.4684,122.9251,1500561
2016-03-10,122.9251,123.0357,121.8910,122.6391,1885435
2016-03-11,122.6391,122.9567,121.3712,121.8516,1568466
2016-03-12,121.8516,122.3460,120.0081,120.1912,521486
2016-03-13,120.1912,120.2604,119.9191,120.1749,1136039
2016-03-14,120.1749,122.0831,119.7328,122.0066,1256887
2016-03-15,122.0066,124.4986,121.4533,123.9691,237883
2016-03-16,123.9691,125.3383,121.7669,121.8537,1713054
2016-03-17,121.8537,122.2565,119.8722,120.1262,362829
2016-03-18,120.1262,122.2770,119.6087,122.1863,822499
2016-03-19,122.1863,123.3748,121.6890,122.8951,1256167
2016-03-20,122.8951,123.0750,121.9410,122.3230,1920771
2016-03-21,122.3230,122.5006,121.9544,122.0187,420896
2016-03-22,122.0187,122.2238,121.5133,121.7527,1188207
2016-03-23,121.7527,122.3107,120.9289,121.3607,625557
2016-03-24,121.3607,123.4600,121.2827,122.5915,1388549
2016-03-25,122.5915,125.0844,122.5007,124.6522,453655
2016-03-26,124.6522,124.9211,122.7788,123.0242,1991632
2016-03-27,123.0242,125.4356,122.5888,124.8669,1281992
2016-03-28,124.8669,127.9801,124.0706,127.7841,1716951
2016-03-29,127.7841,130.1343,127.5261,129.6343,1708429
2016-03-30,129.6343,129.8706,126.9309,127.7198,1244158
2016-03-31,127.7198,128.5911,126.7895,128.3531,1112808
2016-04-01,128.3531,129.1678,128.0014,128.4687,1544127
